sentence_cleaned,file
එයාව අමතක කරන්න බැහැ නේද,asr_sinhala/data/2b/2bbd8de4a5.flac
පොදු සංස්කෘතියකින් දිග හැරෙන කතාවකි.,asr_sinhala/data/d5/d591574f14.flac
ඒවාට නාමිකව බස් ලෙස හැඳින්වූවද,asr_sinhala/data/c4/c41c7a8f04.flac
විශේෂ පැසසුමට ලක්වී තිබේ.,asr_sinhala/data/b8/b8de0a2a3d.flac
ඒවාට රාජ්‍ය අනුග්‍රහය වරප්‍රසාද හිමිවන අතර,asr_sinhala/data/c6/c60689762a.flac
එය ජාතිකවාදී තලයට ඔසවා තැබීමටත්,asr_sinhala/data/81/8145bf777b.flac
පාරම්පරිකව පැවැත එන්නා වූ,asr_sinhala/data/67/6790eb7bec.flac
යන වැඩ සටහනක් තියෙන්නෙ කියලා.,asr_sinhala/data/fa/fa4365fd5b.flac
ඔහු යළි වෛද්‍ය පරීක්‍ෂණයකට ලක්විය,asr_sinhala/data/52/52db1d8496.flac
කෘතිමව ඇත්දලින් හදපු දන්ත ධාතුව.,asr_sinhala/data/b8/b8b930f5c8.flac
මේ දිනවලදී ඉදිකරගෙන යයි.,asr_sinhala/data/3e/3e5d6d90b0.flac
චරිතය ඉන්න මානසික පීඩනය,asr_sinhala/data/20/207600e523.flac
ඔබ දැන් එළියට ඇවිල්ලා,asr_sinhala/data/dd/dd35c55731.flac
"මහත් කැපකිරීම්, පරිත්‍යාගයන් මත",asr_sinhala/data/84/84d55424fb.flac
එනම් ධර්ම රාජ්‍යයක් තුළදී,asr_sinhala/data/ca/ca69c0d371.flac
මේ වගේ පුද්ගලයො පස්සෙ යන්නෙත් නෑ,asr_sinhala/data/c9/c9fc90a602.flac
ඉස්සර ලංකාවෙ හිටිය,asr_sinhala/data/40/4092fd81c4.flac
ඔලුව බෙර ගන්න ලැබේවා කියා පතනවා.,asr_sinhala/data/fb/fb769c0e62.flac
අතන මෙතන පොඩි පොඩි ෆයිට් මිසක්.,asr_sinhala/data/14/14fb726bc6.flac
ඉවරයි එහෙනම්,asr_sinhala/data/02/024e79b948.flac
මේ ඇන්තූරියම් කියල,asr_sinhala/data/1c/1cb76b4181.flac
ඈත සිට නැවුම් එළියක් විහිදුවා,asr_sinhala/data/64/647f085995.flac
ඒකනේ කියන්නෙ,asr_sinhala/data/7b/7b00cfb5bb.flac
මොකද එක තදබල ලෙස,asr_sinhala/data/39/39a1dd33d1.flac
මේකව අල්ලගන්න දැල් දාලවත් බෑ බන්,asr_sinhala/data/bf/bf2e39260b.flac
අපේ ගෙයත්,asr_sinhala/data/68/684a81fe1c.flac
සාරද අනාගතයේ බුදුබව ලබන,asr_sinhala/data/bf/bff2b75e66.flac
එගොඩ ඉවුරේ විශාල බුද්ධ ප්‍රතිමාවක්,asr_sinhala/data/5b/5bd7be7e15.flac
වෙනත් බැංකුවකින් හෝ ආයතනකින්,asr_sinhala/data/3f/3fbac4ea8e.flac
දැං ආවත් එන්නේ වෙන කොහෙන් හරි වළඳලා,asr_sinhala/data/99/99945e7621.flac
ඉතා සරල ජීවන පැවැත්මකට හුරුවී සිටිති,asr_sinhala/data/4b/4bb594abb1.flac
අපි බැංකුවලින් ණය ගන්නවා,asr_sinhala/data/e0/e05708defc.flac
හැම තත්පරයක්ම කුතුහලට පිරුණු ඉතාමත් ලස්සන ගලායෑමක් තියෙනවා.,asr_sinhala/data/1f/1f307360c8.flac
බුදු රදුන් පිරිනිවීමත් සමගම,asr_sinhala/data/c5/c5f37079ef.flac
ව්‍යාපෘතියක් මේක.,asr_sinhala/data/2a/2aedfbe571.flac
ඇතැම් විද්‍යාඥයන් දක්වන මතයක් වන්නේ,asr_sinhala/data/81/813cf87354.flac
සෙසු එවන් ශිලා ලිපිවල මෙන්,asr_sinhala/data/84/845785c531.flac
ඉස්සෙල්ලාම ඉස්කෝලෙ දවස ගතකරපු හැටි ගැන හිතුවා,asr_sinhala/data/a6/a6c77cc534.flac
අන්න එකට වැඩපන්,asr_sinhala/data/fa/faacaac3d2.flac
තමන් මේ ලොවේ එළිය දුටුවේ,asr_sinhala/data/7f/7fc272c275.flac
කියන්න ගියෙ නෑ,asr_sinhala/data/a4/a4a01f7294.flac
මෙත් සිත වැඩීමෙන් ඵල රහිත වේ.,asr_sinhala/data/50/5065f78dac.flac
විජයපුර සිරි විදර්ශනා භාවනා මධ්‍යස්ථානාධිපති,asr_sinhala/data/b6/b68a19bbf2.flac
ශ්‍රේෂ්ඨ කෘතියක් බව මේ අනුව පෙනීයයි.,asr_sinhala/data/cc/cc817e642b.flac
ඔය වැදගත්,asr_sinhala/data/f4/f41712bfb5.flac
කතිකා කරනුයේ,asr_sinhala/data/74/744cc1f517.flac
ඔය වචන ටිකක් එහා මෙහා කරලා,asr_sinhala/data/af/af8ee6f2e6.flac
කියල දැනගෙන ඉන්න එක වටිනවා.,asr_sinhala/data/2a/2a47d4feb8.flac
ඒක තමයි ලෝකයේ එකිනෙකට,asr_sinhala/data/4a/4a157a5a3a.flac
මෙතන කියන්නේ කොහෙද,asr_sinhala/data/e8/e8750ca90f.flac
රූපවාහිනී සම්මාන උළෙල ආදී,asr_sinhala/data/fa/fac0f80942.flac
ඔවුන්ට මේ ගැල්බටෝරික්ස්ගෙන් ගලවගන්න,asr_sinhala/data/1f/1f5b0c8695.flac
රාජකාරී කටයුතු අඩාල වී,asr_sinhala/data/49/490c77fee5.flac
ලෝකෙ ඉන්න අනික් එවුන්ට විෂබීජ යන්නෙ නැද්ද?,asr_sinhala/data/1a/1a8b166aba.flac
අසත්‍ය ඒවා අවිද්‍යාව මිත්‍යාව සහ බොරුව,asr_sinhala/data/8d/8dd080ac8b.flac
ඇතැම් දෙනා දකින්නට තිබෙනවා.,asr_sinhala/data/d5/d5affa9461.flac
සහතික ඇත්තය.,asr_sinhala/data/6e/6e7f64fac0.flac
අනිත්‍ය වූ රස අනිත්‍ය වූ පහස,asr_sinhala/data/78/780c5b8901.flac
උන්ට පිටරටින් බෙහෙත් ටික නාවොත් ඔක්කොම ඉවරයි,asr_sinhala/data/cd/cdbaf66ef7.flac
මගේ පාත්තරේට බෙදාපල්ලා.,asr_sinhala/data/d1/d1379d21b0.flac
සමාජ අර්බුද නිර්මාණය වෙනවා.,asr_sinhala/data/60/60d66f268c.flac
මේ චරිතවල හැසිරීම් විවිධාකාර විය හැක,asr_sinhala/data/05/05c65c24d7.flac
මෙම සලරුව නරබන්න.,asr_sinhala/data/89/89089c2d02.flac
උත්තුංග දේහධාරී රණකාමී,asr_sinhala/data/cf/cf8d61d8e5.flac
අපිට ජීවමාන බුදුරජාණන් වහන්සේ මුණ ගැහුනා.,asr_sinhala/data/68/68d5198fa0.flac
ලොව පහළ වන බුදුරජාණන් වහන්සේ නමකට හැර,asr_sinhala/data/09/097cfb9bed.flac
පරම්පරාවේ ඇති හැකියාව,asr_sinhala/data/35/35d1160957.flac
උදැල්ල දාන්නෙ නැතුව,asr_sinhala/data/0a/0a15f39e53.flac
අනිත් උන් බලනව,asr_sinhala/data/ef/efc82f31bb.flac
මේකේ එවුන් රහත් වෙන්න ඕන.,asr_sinhala/data/ed/ed15ca6609.flac
නවකතාවේ උච්චතම අවස්ථාව,asr_sinhala/data/25/259622c039.flac
ඒ වස්කාලේම ඒ ශාලාවේ,asr_sinhala/data/f0/f0d61e50fc.flac
ඉතින් ඕන මෝඩයෙකුට තේරෙනව නේද,asr_sinhala/data/22/22c126cd96.flac
ඩෝසර් මඟින් විනාශ කර තිබේ,asr_sinhala/data/0e/0e9a69bc9e.flac
ඒ වෘත්තියට අදාළ කටයුතු කිරීමට,asr_sinhala/data/2e/2ed41fa8ef.flac
සිසුන් වෙත ලබාදීමට කටයුතු කළ,asr_sinhala/data/f6/f6bf93bbe7.flac
පිරිත් ධර්මයට සන්දේශවල,asr_sinhala/data/5c/5c7607529b.flac
තවත් තමන් වගේම දුක්විඳින,asr_sinhala/data/67/67971f6f81.flac
මොල කුහරය තුළ ගොඩනැඟුණු,asr_sinhala/data/8f/8f2419f952.flac
නාගරික සංවර්ධන අධිකාරිය එකඟ වී තිබේ.,asr_sinhala/data/3e/3e5faea4b2.flac
ධර්මයේ විශ්වසනීයත්වය හා අකාලික,asr_sinhala/data/6b/6bc456593a.flac
ඇය තම ‍රැකියාව හැටියට ආපනශාලාවක සේවය කලත්,asr_sinhala/data/20/20081e6f93.flac
පූර්ණ අවධානය යොමු කිරීමයි.,asr_sinhala/data/fd/fd93ea278b.flac
අවසානයේ දැනගන්නවා,asr_sinhala/data/a9/a9674d4ae1.flac
එය පෙබරවාරියේ කිසිදු විශේෂත්වයක් නැති දවසකි,asr_sinhala/data/1f/1f163c4732.flac
උගුරේ හිරවී තිබූ,asr_sinhala/data/51/51a57f407a.flac
අන්න එතකොට ඔබට පුළුවනි,asr_sinhala/data/8e/8e72669c03.flac
විකි තමයි ඔයාට ස්තුති කරන්න ඕනේ,asr_sinhala/data/f6/f626d88bdf.flac
අධ්‍යාත්මික වශයෙන් කිසියම් හෝ පරිවර්තනයක් ඇතිවීමට පෙර,asr_sinhala/data/48/488f82c66a.flac
හාස්‍යයට කරුණකි.,asr_sinhala/data/89/89946c12ca.flac
පිනකට දහමකට යොමු වන්නේ,asr_sinhala/data/bf/bfe29576cd.flac
ස්තූතියි කැලුම් සහෝ,asr_sinhala/data/9d/9de7149cf5.flac
ළමයින්ට සහ දුර්වල මනස් ඇත්තෙකුට,asr_sinhala/data/b6/b6c1e4334c.flac
මන්ත්‍රීවරයකුගේ සොහොයුරකු බව,asr_sinhala/data/a1/a10bb327f9.flac
මෙම ප්‍රතික්‍ෂේප කිරීම තුළින් පැහැදිලි වන්නේ,asr_sinhala/data/ef/ef3b2ca9a8.flac
එමඟින් ඔප්පු වෙලා අවසානයි .,asr_sinhala/data/d9/d9de30f847.flac
කොටුවූ මනුස්‌සයා හිරේ වැටුණේය,asr_sinhala/data/cf/cf2d81144c.flac
විහාරයටම උරුම වූ වෙනත් පොත් ගුලක,asr_sinhala/data/5b/5b46b4ef16.flac
මෙම නීති ගෙන ඒම සහ ඊට හේතු පිළිබඳ ශිෂ්‍යාවන් දැනුවත් කිරීමේ අඩුපාඩුවක් වීදැයි මම නොදනිමි.,asr_sinhala/data/02/0261d01cf0.flac
රාජ්‍ය ආයතන දකින විසඳුම වී ඇත්තේ,asr_sinhala/data/0e/0e1cb5f0f8.flac
උඹට මේ පාලම හදන්න පුළුවන්ද කියලා.,asr_sinhala/data/d0/d02e8abf04.flac
ඒත් මට අපැහැදිලි තැන්,asr_sinhala/data/e1/e16447f6da.flac
නිත්‍ය පවතින දේ වශයෙන්,asr_sinhala/data/1a/1af4254ec9.flac
උන්වහන්සේ පැවැසූහ.,asr_sinhala/data/0f/0f9fe04dda.flac
ශබ්දාවලියක් තිබේ.,asr_sinhala/data/da/da4c1f9161.flac
මනුස්සයගෙ බෑග් එක ඉල්ලා ගත්තා.,asr_sinhala/data/a7/a73ed4722e.flac
බුදුරජාණන් වහන්සේගෙ කරුණා ගුණය.,asr_sinhala/data/4e/4e5505fa75.flac
ඊශ්‍රායල ආණ්ඩුවේ හිටපු ප්‍රධානියෙක්,asr_sinhala/data/a1/a11cfe42d5.flac
ජය ගෙනාවොත් ඒ කීර්තිය රටටයි.,asr_sinhala/data/e1/e198f21a7e.flac
චින්තන ශක්තිය වර්ධනය කිරීමයි,asr_sinhala/data/29/292e26201f.flac
පූර්ණවර්ධන සිටුවරයාට විවාහ කරදීම නිසයි,asr_sinhala/data/d4/d40a9be58c.flac
ඔය තාලේ කියන එක,asr_sinhala/data/1c/1ce01ec495.flac
ගලව ගන්න හොඳ,asr_sinhala/data/e2/e204eaa412.flac
නගරවල් වල ඉන්න පරවියෝ මිනිස්සු ළඟටම එනවා.,asr_sinhala/data/b6/b62961aed3.flac
විශේෂ මං තීරුවක්,asr_sinhala/data/62/62a8d5cd86.flac
මෙලෙස මකර රූපය දෙපස,asr_sinhala/data/aa/aac25e5a41.flac
අහසේ යන ගොළුබෙල්ලාට අත වනන්ට,asr_sinhala/data/35/353b019a95.flac
එම ස්ථානය බලනගල වශයෙන්,asr_sinhala/data/af/afb0b29694.flac
මඟ ‍රැකගෙන ඉදලා හරකා එනකොට,asr_sinhala/data/f7/f70e87e4d8.flac
"භගවා ගුහාව, භගවාලෙන යන වෙනත් නම් වලින් ද",asr_sinhala/data/a9/a966a39bba.flac
මෙම ප්‍රදේශයේ වඩාත්ම සුරක්ෂිත ස්ථානය වූයේ,asr_sinhala/data/e3/e37d44eea7.flac
ඔහුගේ සියලූ ව්‍යර්ථයන්,asr_sinhala/data/fc/fc095e5fe3.flac
නිවීම සඳහා,asr_sinhala/data/d0/d048131fab.flac
උන් උන්ගෙ කම ආරක්ෂා කර ගන්න කොට,asr_sinhala/data/67/67b0ae21dc.flac
ආගමික සංස්කෘතිය විසින් කර ඇති,asr_sinhala/data/3c/3cacaa453a.flac
ඔය හාර්ඩ් සබ් කලාම අපිට ටීවී එකේ බලනකොටත් සිංහල සබ් එකෙන් බලන්න පුලුවන්ද?,asr_sinhala/data/e5/e5bb2cb896.flac
මෙසේ සත්වයන්ගේ සිතෙහි මානය,asr_sinhala/data/96/9629210b54.flac
යාන් ඔය ආරම්භයේ දීම,asr_sinhala/data/21/210b4c417d.flac
ඊට පස්සේ ගුරු හාමුදුරුවෝ මේ සිවුරත් අරගෙන,asr_sinhala/data/82/822f0775d4.flac
තර්ජනයක් වෙන තැනට එනවා..,asr_sinhala/data/bf/bf62ebbe07.flac
ගල් එක මත එක කෘතිමව තබා,asr_sinhala/data/b6/b6c383546c.flac
පදවියකට පත්වෙන්න ලැබෙන්නේ.,asr_sinhala/data/05/0500ca206c.flac
අතරමගදී අපිට හිතෙනවා,asr_sinhala/data/4d/4dcc209c2d.flac
අපිත් මෙතන දාන්නේ,asr_sinhala/data/12/120e320791.flac
වැඩ තහනමට ලක් කරන ලිපියයි,asr_sinhala/data/da/da30e8f15d.flac
පද හමාර කිරීමෙන්,asr_sinhala/data/10/10398a5225.flac
මොහු මූලික අධ්‍යාපනය ලබා ඇත්තේ,asr_sinhala/data/51/51df18dcae.flac
එම දුර්වල පුද්ගලයාගේ ඇසුර බලපානවා.,asr_sinhala/data/69/698c52bc81.flac
කැටයම් නොකල සදකඩ පහනක්,asr_sinhala/data/87/87e9d2d4c5.flac
පැවසීම අතිශෝක්තියක් නොවේ,asr_sinhala/data/75/75178e4b65.flac
බොහෝ බෞද්ධයෝ අතිශය ගෞරවාදරයෙන්,asr_sinhala/data/1c/1c80dfb7e8.flac
පසුගිය මාස කීපය තුළ,asr_sinhala/data/d8/d8fb7dbda3.flac
එසේ නිලීන වූ අය සමාජයේ බොහෝ ඉන්නට පුළුවන්.,asr_sinhala/data/69/694160b826.flac
යළිත් වරක් යාපන සමාජය උත්කෘෂ්ට වූ වගයි,asr_sinhala/data/96/965173056c.flac
එය කණ වැකුණු සැදැහැවත්හු,asr_sinhala/data/6b/6bc6a55a61.flac
රටේ සාමාන්‍ය මිනීමැරුම් වලට,asr_sinhala/data/ba/bab69cd84a.flac
හුඟක් සමයි වගේ.,asr_sinhala/data/f9/f960e3496d.flac
සුද්දගෙ දියුණු රටවල අයකරන බද්දට සමාන වෙනවා,asr_sinhala/data/23/233c11d780.flac
මම අහල තියෙන විදිහට,asr_sinhala/data/3c/3c3902d605.flac
හැබැයි ඒ නිසාම රාම්ගේ ජීවිතය සම්පූර්ණයෙන්ම වෙනස් වෙනවා.,asr_sinhala/data/e2/e200f61205.flac
පස්සට ගත්ත මිනිහෙක් නෙවෙයි ඔහු.,asr_sinhala/data/e5/e5121bab98.flac
ඉමහත් ගෞරවයෙන්,asr_sinhala/data/df/dfb4a60434.flac
ඒක එච්චර වැදගත් කාරණයක් නොවුනත්,asr_sinhala/data/f5/f5c2a2bf76.flac
එක්ව ඇත් රජකු මරා දැමූහ,asr_sinhala/data/46/467da5f145.flac
ප්‍රවාහනය සඳහා මේ සතුන් යොදා ගැනේ.,asr_sinhala/data/76/76252d147a.flac
ඊට පසු ඔබ පොලිසියට පැමිණිල්ලක් කළාද?,asr_sinhala/data/1a/1aba2df788.flac
"ප්‍රාමාණික වියතුන්,",asr_sinhala/data/53/5311ca768b.flac
ඇත්තටම කිව්වොත් මම කවුද කියලා හුඟ දෙනෙක් දන්නේ නැහැ.,asr_sinhala/data/1f/1f2caa82fd.flac
මිනිස් සිරුරෙන් මරණින් පසු කිසිවක් ගමන් නොකරන බව,asr_sinhala/data/18/185858be50.flac
මිහිඳු මාහිමියෝ පසුව,asr_sinhala/data/1e/1e41ad9f17.flac
ඇප උපස්ථාන කිරීම,asr_sinhala/data/3c/3c694ec056.flac
අප දිනපතා භාවිතා කරන්නේ,asr_sinhala/data/00/00fd3b5d86.flac
සමුදුන් ආකාරය මට අද වගේ මතකයි,asr_sinhala/data/99/99ea0469db.flac
කවුරුවත් අනාචාරයේ හැසිරෙනවා,asr_sinhala/data/cb/cb205846e8.flac
මේ ඉපදුණ ජීවිතයේ,asr_sinhala/data/f7/f72b5aec67.flac
අපේ අය අසනීපෙන් ඇඳට වෙලා ඉන්න වෙලාවත්,asr_sinhala/data/1a/1ab1c3d48a.flac
සාම විරෝධි මෙම සංකල්පයයි.,asr_sinhala/data/84/845c82a901.flac
එම විතර්කය ටික ටික බලවත් වුනා.,asr_sinhala/data/86/867be9b577.flac
පතල් කපන බව මහජනතාව පවසති,asr_sinhala/data/5b/5b8893a840.flac
ඇත්තටම නයා නැතුව ඉන්නම බැරිද?,asr_sinhala/data/c8/c8ab901794.flac
තුංමංහන්දියේ ලොකු මාමා ගේ චරිතය,asr_sinhala/data/6f/6fdf979083.flac
ගුටි කෑමට අදහස් කරන්නේද?,asr_sinhala/data/e3/e31be82a46.flac
සිංහල බෞද්ධ දරුවන්,asr_sinhala/data/a6/a64da5ba92.flac
' සුදුපාට ඔසරිය හැඳගත් ඇය,asr_sinhala/data/db/dbc463262b.flac
මේවා හොද නැහැ.,asr_sinhala/data/c1/c17193a3de.flac
ඔබවහන්සේ මට යම්කිසි බසක් පැවසුවාද,asr_sinhala/data/68/68d0b86342.flac
යහපත් සිත් පහළ නොවන විට,asr_sinhala/data/1c/1c5e8de93e.flac
යන්න හොඳ අවස්ථාවක් තියෙනව,asr_sinhala/data/5e/5e6767a87a.flac
එකම රටක් තුළ ප්‍රශ්න විසඳා ගැනීමට ක්‍රියා කරන්න ඕනෑ,asr_sinhala/data/4f/4f89ed13a7.flac
නමුත් ඒ පනත සම්පූර්ණයෙන් ම අධ්‍යයනය කළොත්,asr_sinhala/data/3f/3f65c31ebd.flac
"එම කිරිගරුඬ පුවරුවලින් ස්වල්පයක්,",asr_sinhala/data/b0/b06d5c56ff.flac
ඇයි කැමරාජංගම දුරකථන මොකුත් ගෙනියන්න දුන්නේ නැහැනේ,asr_sinhala/data/4e/4e6979e441.flac
එම පාර්ශ්වයෙන් ඔබ අපහසුතාවට පත්කළ අවස්ථා නැද්ද?,asr_sinhala/data/a2/a2a7ea54bf.flac
අපට වර්ජන ක්‍රියා මාර්ගයකට යාමට සිදු වුණේ,asr_sinhala/data/1a/1a25a8648a.flac
ලොකුවට කියෙව්වට බලන්න,asr_sinhala/data/a7/a73636389b.flac
මේ කාන්තා අවතාරය සමන් මහතා ද දැක තිබේ.,asr_sinhala/data/33/33f0b47972.flac
දේවදත්තට රැවටී සිටි,asr_sinhala/data/61/61f1b4acd5.flac
මේකේ තියනවා,asr_sinhala/data/66/6684dd7a89.flac
එහෙම නැත්තං කෙල්ලෝ විතරයි,asr_sinhala/data/c9/c9cde63e0e.flac
එතුමන්ගේ යෝජනාවක් අනුව,asr_sinhala/data/d5/d5550730a8.flac
ස්ත්‍රිය සෞන්දර්ය වස්තුවක්,asr_sinhala/data/a7/a73b9f26cf.flac
කළු අප්පු ඇත්තන් මෙසේ විස්තර කළේය.,asr_sinhala/data/25/25059849cb.flac
මනාව පෙන්වා දෙනවා,asr_sinhala/data/1e/1ed4f7eb65.flac
අපි දෙන්න සේවය කරන රජ්ජුරුවන්ව,asr_sinhala/data/97/978ad8530f.flac
මේක නතර කරන්ඩ එපා කියලා.,asr_sinhala/data/fa/faafd0526a.flac
සිංහලයෝ පවත්වාගෙන එති,asr_sinhala/data/c2/c259f6b1cf.flac
එක ගණන ගන්නේ නැතිව පාගාගෙන ගියාම වෙන්නේ මොකක්ද?,asr_sinhala/data/c1/c1bcd718dc.flac
මේ තුළින් මා ඔබට පහදාදීමට සූදානම් වූයේ,asr_sinhala/data/51/51daf96141.flac
එම සක්වළේ හැර වෙනත් සක්වළකට,asr_sinhala/data/09/09b8b4a691.flac
ශ්‍රී ලංකාවට ලකුණු ක ඉලක්කයක් හිමිවිය,asr_sinhala/data/fe/fe5ed0d516.flac
එයා කරන්නේ තවදුරටත්,asr_sinhala/data/4c/4cf2d56dd2.flac
විවේචන කැබිනට් මණ්ඩලය තුළට පමණක්,asr_sinhala/data/e7/e70d6f2284.flac
උඹ කාපන් අර,asr_sinhala/data/55/5524a35f38.flac
එනිසා යම් තැනක රහස් බණක් ඇද්ද,asr_sinhala/data/dc/dc7eabd2af.flac
එම ස්‌ථානයේ නොසිටි නිසා,asr_sinhala/data/18/18e7181719.flac
අශ්වයා පැන්න නිසා,asr_sinhala/data/d4/d4bc84ddd1.flac
ඒවා තාක්ෂණය මගින් වෙනස් කරනු ලැබූ,asr_sinhala/data/0e/0e257f42d1.flac
ඇතැම්විට යුවතියකට තම අතිරේක ආභරණයක් විකිණීමට අවශ්‍ය වන්නට පුළුවන්.,asr_sinhala/data/43/43874acb47.flac
අග්‍ර වූ දෙයක් හැටියට,asr_sinhala/data/f8/f847980a2d.flac
අම්මලව සම්බන්ද කර ගන්නේ.,asr_sinhala/data/44/44b421b4ef.flac
වසර මුළුල්‍ලේ,asr_sinhala/data/13/135b8d6f76.flac
එය ව්‍යාපාරයක්,asr_sinhala/data/7d/7d51c8178e.flac
එසේම එය කාලීන අවශ්‍යතාවක්,asr_sinhala/data/6b/6b119c25a7.flac
බලය පිළිබද ඇතිවන අරගලය,asr_sinhala/data/01/01694acff7.flac
දවල් වැහැපු අයිස් වැස්ස කියලා.,asr_sinhala/data/ec/ec70809d27.flac
එවැන්නක් පිළිබඳව තමන් නොදන්නා බව,asr_sinhala/data/81/8130f8e012.flac
ස්ථාන දෙකකදී සිදු වූ,asr_sinhala/data/83/83027626ad.flac
එදා පර සුද්දට එරෙහිව යුධ වැදුණු,asr_sinhala/data/33/33c0130d4a.flac
මේ සංයෝජනය ඉවත් වීමෙන්,asr_sinhala/data/f3/f36624b4a9.flac
යමකු ආර්ය තත්ත්වයට පත් වන්නේ අඩු තරමෙන්,asr_sinhala/data/d6/d6c950ef5a.flac
මම ඔයාට කියන්නෙ.,asr_sinhala/data/74/741807882f.flac
ශ්‍රී ලංකාව නියෝජනය කරන්නීය,asr_sinhala/data/67/6753aba24d.flac
බලාපොරොත්තු විය හැක්කේ,asr_sinhala/data/23/23757155a3.flac
ගොඩක් කරදර විදින්න සිදුවෙයි.,asr_sinhala/data/dd/dd34e5ca2d.flac
අමාත්‍ය වාසුදේව නානායක්කාර එවැනි වැරදීම්,asr_sinhala/data/32/32d171e257.flac
එකෙක් දැක්ක,asr_sinhala/data/06/069f82f995.flac
මේ පැවිදි කිරීමේ උත්සව දෙකේ දී,asr_sinhala/data/08/08098c837f.flac
ඉස්සර තරම්වත් වැඩක් හරියට කෙරෙන්නෙ නැති වෙලා,asr_sinhala/data/11/11843f6e1f.flac
යන මහා කුමන්ත්‍රණයකින් රජුව බේරාගන්නත්,asr_sinhala/data/d0/d089b1f5a1.flac
විවිධ ප්‍රකාශ කොට ඇති බව,asr_sinhala/data/75/7576faf602.flac
වැඳ එකත්පසෙක වාඩි විය.,asr_sinhala/data/7d/7d36827343.flac
පෙනෙන්නට නැත.,asr_sinhala/data/5f/5f41338215.flac
ඉතින් ඔයවගේ කතන්දර,asr_sinhala/data/37/3738d457de.flac
අනෙක් අතට නලින් ද සිල්වා ගුරුතුමා,asr_sinhala/data/3c/3ca8a72ed8.flac
ඔයා නිදහස් වෙලා ආයෙමත් අපි ළඟට,asr_sinhala/data/8d/8dfc1efb04.flac
නිපන් වචන හා සමපාත යෙදුම්,asr_sinhala/data/1c/1c0d99c439.flac
අපේ සහෘදයන් සිහිපත් කිරිමටය,asr_sinhala/data/3f/3fa1522746.flac
මේ වෙනකොට තහවුරු කරගත්තා,asr_sinhala/data/d4/d4bac1413e.flac
ගින්දර භයානකයි කියලා,asr_sinhala/data/cb/cbc931e574.flac
අනික ලංකාවෙ හැම ‍සේවා දායකයෙක්ගෙම,asr_sinhala/data/1d/1d697b6adf.flac
මෙම දූතයන් මගින් කෙරෙනුයේ,asr_sinhala/data/d7/d7517a2ab9.flac
නැංවීමක් වශයෙනි.,asr_sinhala/data/3f/3f92034666.flac
උදාරණයක් ලෙස ලංකාව තුළ,asr_sinhala/data/9e/9ef24e8512.flac
ඔහුට සවි කර ඇති ස්වසන ආධාරක යන්ත්‍රය,asr_sinhala/data/83/8335228e39.flac
ඒ තතු විත්ති.,asr_sinhala/data/ee/eecc736cda.flac
බෙල්ලන්විල රාජ මහා විහාරස්ථානය අසළින් වැටී ඇති,asr_sinhala/data/88/88bd830f86.flac
තේරුම් ගන්න අමාරු එකක්,asr_sinhala/data/cd/cd885418ea.flac
මේ ආනිසංස ලබාගත නො හැකිය.,asr_sinhala/data/59/59f0e76c73.flac
එක ගැනවත් හිතන්නෙ නෑ ඔයා,asr_sinhala/data/75/75ffff061d.flac
ඉන්දියාවේ වගේ දරුණු විධියට නැහැ.,asr_sinhala/data/da/da253ead96.flac
